address_key,address_natural_key,line1,line2,city,province_id,province_name,postal_code,country_code
1593,2589,Calle 6417,Piso 4 Dto B,Mar del Plata,1,Buenos Aires,8722,AR
1594,2590,Calle 1293,,Villa Carlos Paz,2,Córdoba,2126,AR
1595,2591,Calle 4889,Piso 4 Dto B,Río Cuarto,2,Córdoba,7497,AR
1596,2592,Calle 3651,Piso 9 Dto C,CABA,1,Buenos Aires,1787,AR
1597,2593,Calle 3122,,CABA,1,Buenos Aires,1548,AR
1598,2594,Calle 4797,Piso 3 Dto B,La Plata,1,Buenos Aires,4406,AR
1599,2595,Calle 7386,Piso 12 Dto C,CABA,1,Buenos Aires,9264,AR
1600,2596,Calle 460,Piso 1 Dto C,Rafaela,3,Santa Fe,3307,AR
1601,2597,Calle 822,,Mar del Plata,1,Buenos Aires,8983,AR
1602,2598,Calle 7632,,Rosario,3,Santa Fe,5949,AR
1603,2599,Calle 2543,Piso 4 Dto C,Rosario,3,Santa Fe,1768,AR
1604,2600,Calle 9987,Piso 5 Dto B,Mar del Plata,1,Buenos Aires,6543,AR
1605,2601,Calle 2613,,La Plata,1,Buenos Aires,9524,AR
1606,2602,Calle 153,,Córdoba,2,Córdoba,6409,AR
1607,2603,Calle 3532,,Córdoba,2,Córdoba,1359,AR
1608,2604,Calle 7676,,La Plata,1,Buenos Aires,8008,AR
1609,2605,Calle 7169,Piso 7 Dto A,CABA,1,Buenos Aires,6691,AR
1610,2606,Calle 929,Piso 3 Dto B,Mar del Plata,1,Buenos Aires,4450,AR
1611,2607,Calle 3782,Piso 12 Dto C,CABA,1,Buenos Aires,8989,AR
1612,2608,Calle 4438,,CABA,1,Buenos Aires,3081,AR
1613,2609,Calle 9528,,CABA,1,Buenos Aires,8441,AR
1614,2610,Calle 2170,Piso 5 Dto A,San Rafael,4,Mendoza,1958,AR
1615,2611,Calle 6777,Piso 5 Dto C,Rafaela,3,Santa Fe,2664,AR
1616,2612,Calle 8114,Piso 6 Dto B,Río Cuarto,2,Córdoba,2734,AR
1617,2613,Calle 6330,,Mendoza,4,Mendoza,9795,AR
1618,2614,Calle 7687,Piso 11 Dto A,Mar del Plata,1,Buenos Aires,9286,AR
1619,2615,Calle 9811,Piso 1 Dto C,La Plata,1,Buenos Aires,7312,AR
1620,2616,Calle 4174,,Santa Fe,3,Santa Fe,5053,AR
1621,2617,Calle 7396,,CABA,1,Buenos Aires,2633,AR
1622,2618,Calle 1954,,CABA,1,Buenos Aires,4861,AR
1623,2619,Calle 6815,,San Rafael,4,Mendoza,2211,AR
1624,2620,Calle 4774,,Santa Fe,3,Santa Fe,3474,AR
1625,2621,Calle 4126,,Mar del Plata,1,Buenos Aires,6215,AR
1626,2622,Calle 2876,Piso 3 Dto B,CABA,1,Buenos Aires,5170,AR
1627,2623,Calle 2979,Piso 3 Dto A,La Plata,1,Buenos Aires,5739,AR
1628,2624,Calle 2887,Piso 7 Dto C,La Plata,1,Buenos Aires,5270,AR
1629,2625,Calle 3200,,Rosario,3,Santa Fe,9840,AR
1630,2626,Calle 4824,,La Plata,1,Buenos Aires,5992,AR
1631,2627,Calle 8333,Piso 10 Dto C,Santa Fe,3,Santa Fe,1192,AR
1632,2628,Calle 170,Piso 6 Dto C,CABA,1,Buenos Aires,9314,AR
1633,2629,Calle 3105,Piso 11 Dto B,La Plata,1,Buenos Aires,5216,AR
1634,2630,Calle 3428,Piso 3 Dto C,Mar del Plata,1,Buenos Aires,7784,AR
1635,2631,Calle 8160,,La Plata,1,Buenos Aires,3621,AR
1636,2632,Calle 6855,Piso 2 Dto B,Córdoba,2,Córdoba,9892,AR
1637,2633,Calle 2193,Piso 1 Dto C,Mar del Plata,1,Buenos Aires,3583,AR
1638,2634,Calle 1169,,Córdoba,2,Córdoba,1688,AR
1639,2635,Calle 9529,Piso 7 Dto A,Villa Carlos Paz,2,Córdoba,5003,AR
1640,2636,Calle 6695,Piso 3 Dto C,Córdoba,2,Córdoba,3947,AR
1641,2637,Calle 5493,,CABA,1,Buenos Aires,6564,AR
1642,2638,Calle 1753,,Mar del Plata,1,Buenos Aires,1714,AR
1643,2639,Calle 2573,,Córdoba,2,Córdoba,3896,AR
1644,2640,Calle 1250,Piso 6 Dto C,CABA,1,Buenos Aires,9378,AR
1645,2641,Calle 2518,Piso 7 Dto C,Río Cuarto,2,Córdoba,9778,AR
1646,2642,Calle 139,,Godoy Cruz,4,Mendoza,9697,AR
1647,2643,Calle 959,Piso 7 Dto B,Mar del Plata,1,Buenos Aires,3188,AR
1648,2644,Calle 2911,Piso 10 Dto C,La Plata,1,Buenos Aires,8245,AR
1649,2645,Calle 8533,Piso 6 Dto C,La Plata,1,Buenos Aires,7581,AR
1650,2646,Calle 5093,Piso 12 Dto A,Godoy Cruz,4,Mendoza,3118,AR
1651,2647,Calle 1832,Piso 10 Dto A,CABA,1,Buenos Aires,3372,AR
1652,2648,Calle 281,,CABA,1,Buenos Aires,1745,AR
1653,2649,Calle 8715,Piso 4 Dto A,La Plata,1,Buenos Aires,8956,AR
1654,2650,Calle 1834,Piso 2 Dto B,San Rafael,4,Mendoza,3513,AR
1655,2651,Calle 4550,,Río Cuarto,2,Córdoba,3635,AR
1656,2652,Calle 9004,,Córdoba,2,Córdoba,8077,AR
1657,2653,Calle 2755,,Mar del Plata,1,Buenos Aires,1088,AR
1658,2654,Calle 2643,,San Rafael,4,Mendoza,9912,AR
1659,2655,Calle 64,,CABA,1,Buenos Aires,6351,AR
1660,2656,Calle 3850,,Mar del Plata,1,Buenos Aires,6820,AR
1661,2657,Calle 2801,,Villa Carlos Paz,2,Córdoba,1977,AR
1662,2658,Calle 7082,Piso 3 Dto B,Mar del Plata,1,Buenos Aires,4998,AR
1663,2659,Calle 3389,Piso 9 Dto C,Mar del Plata,1,Buenos Aires,4339,AR
1664,2660,Calle 1365,,Santa Fe,3,Santa Fe,9885,AR
1665,2661,Calle 1717,Piso 4 Dto B,La Plata,1,Buenos Aires,2780,AR
1666,2662,Calle 2541,,Mendoza,4,Mendoza,4295,AR
1667,2663,Calle 1625,,Córdoba,2,Córdoba,6723,AR
1668,2664,Calle 1038,Piso 9 Dto B,Mar del Plata,1,Buenos Aires,1324,AR
1669,2665,Calle 8078,,Godoy Cruz,4,Mendoza,7922,AR
1670,2666,Calle 103,,Rosario,3,Santa Fe,5364,AR
1671,2667,Calle 2088,Piso 8 Dto C,Rafaela,3,Santa Fe,7713,AR
1672,2668,Calle 1814,Piso 6 Dto C,Mar del Plata,1,Buenos Aires,9736,AR
1673,2669,Calle 5734,,La Plata,1,Buenos Aires,1272,AR
1674,2670,Calle 6040,Piso 12 Dto B,Villa Carlos Paz,2,Córdoba,3798,AR
1675,2671,Calle 2267,,Córdoba,2,Córdoba,6047,AR
1676,2672,Calle 5627,Piso 6 Dto A,Córdoba,2,Córdoba,8129,AR
1677,2673,Calle 4881,,Rafaela,3,Santa Fe,8291,AR
1678,2674,Calle 6751,Piso 7 Dto C,Córdoba,2,Córdoba,2031,AR
1679,2675,Calle 7937,,Villa Carlos Paz,2,Córdoba,8492,AR
1680,2676,Calle 4177,Piso 9 Dto B,Villa Carlos Paz,2,Córdoba,7645,AR
1681,2677,Calle 3171,Piso 10 Dto C,Mar del Plata,1,Buenos Aires,2843,AR
1682,2678,Calle 7510,Piso 9 Dto C,La Plata,1,Buenos Aires,4379,AR
1683,2679,Calle 8737,Piso 2 Dto B,Río Cuarto,2,Córdoba,9744,AR
1684,2680,Calle 162,Piso 10 Dto A,La Plata,1,Buenos Aires,1162,AR
1685,2681,Calle 515,,Mendoza,4,Mendoza,8515,AR
1686,2682,Calle 9059,,La Plata,1,Buenos Aires,9918,AR
1687,2683,Calle 5875,,La Plata,1,Buenos Aires,1008,AR
1688,2684,Calle 9103,,Rafaela,3,Santa Fe,6404,AR
1689,2685,Calle 9029,Piso 4 Dto C,Mar del Plata,1,Buenos Aires,5291,AR
1690,2686,Calle 3876,Piso 1 Dto A,Villa Carlos Paz,2,Córdoba,7071,AR
1691,2687,Calle 753,Piso 11 Dto B,CABA,1,Buenos Aires,7607,AR
1692,2688,Calle 5831,,Río Cuarto,2,Córdoba,6856,AR
1693,2689,Calle 4278,Piso 10 Dto A,Mar del Plata,1,Buenos Aires,9869,AR
1694,2690,Calle 849,,Mar del Plata,1,Buenos Aires,2938,AR
1695,2691,Calle 573,,La Plata,1,Buenos Aires,8007,AR
1696,2692,Calle 780,Piso 4 Dto B,Rosario,3,Santa Fe,5964,AR
1697,2693,Calle 709,Piso 7 Dto B,Mar del Plata,1,Buenos Aires,6618,AR
1698,2694,Calle 6132,,Villa Carlos Paz,2,Córdoba,7190,AR
1699,2695,Calle 1915,Piso 6 Dto B,Rosario,3,Santa Fe,8826,AR
1700,2696,Calle 2921,,La Plata,1,Buenos Aires,1129,AR
1701,2697,Calle 4832,Piso 8 Dto A,Mar del Plata,1,Buenos Aires,9174,AR
1702,2698,Calle 4974,Piso 9 Dto B,La Plata,1,Buenos Aires,7100,AR
1703,2699,Calle 2798,,Villa Carlos Paz,2,Córdoba,6120,AR
1704,2700,Calle 2248,Piso 5 Dto B,CABA,1,Buenos Aires,4574,AR
1705,2701,Calle 924,,Mar del Plata,1,Buenos Aires,7461,AR
1706,2702,Calle 1114,,Córdoba,2,Córdoba,3345,AR
1707,2703,Calle 4436,,La Plata,1,Buenos Aires,6677,AR
1708,2704,Calle 5264,,Mar del Plata,1,Buenos Aires,3964,AR
1709,2705,Calle 2293,,La Plata,1,Buenos Aires,7653,AR
1710,2706,Calle 8016,,Godoy Cruz,4,Mendoza,8350,AR
1711,2707,Calle 8669,Piso 11 Dto A,CABA,1,Buenos Aires,6054,AR
1712,2708,Calle 5035,,La Plata,1,Buenos Aires,6998,AR
1713,2709,Calle 4876,Piso 8 Dto C,CABA,1,Buenos Aires,2837,AR
1714,2710,Calle 4920,Piso 12 Dto C,Mar del Plata,1,Buenos Aires,4267,AR
1715,2711,Calle 3329,,Mar del Plata,1,Buenos Aires,9000,AR
1716,2712,Calle 3199,,CABA,1,Buenos Aires,7902,AR
1717,2713,Calle 3294,,Rosario,3,Santa Fe,7997,AR
1718,2714,Calle 8765,,Mar del Plata,1,Buenos Aires,6777,AR
1719,2715,Calle 3217,Piso 1 Dto B,La Plata,1,Buenos Aires,4013,AR
1720,2716,Calle 2975,Piso 2 Dto B,Villa Carlos Paz,2,Córdoba,7694,AR
1721,2717,Calle 5365,Piso 12 Dto A,Rosario,3,Santa Fe,9386,AR
1722,2718,Calle 1760,Piso 6 Dto B,Mar del Plata,1,Buenos Aires,4080,AR
1723,2719,Calle 8136,Piso 2 Dto C,La Plata,1,Buenos Aires,8253,AR
1724,2720,Calle 6513,Piso 10 Dto A,San Rafael,4,Mendoza,4677,AR
1725,2721,Calle 9629,Piso 10 Dto C,Rosario,3,Santa Fe,7161,AR
1726,2722,Calle 863,,La Plata,1,Buenos Aires,1605,AR
1727,2723,Calle 9079,,Mar del Plata,1,Buenos Aires,1277,AR
1728,2724,Calle 5577,,San Rafael,4,Mendoza,9852,AR
1729,2725,Calle 4711,Piso 3 Dto C,Villa Carlos Paz,2,Córdoba,7387,AR
1730,2726,Calle 8466,Piso 5 Dto C,Río Cuarto,2,Córdoba,7073,AR
1731,2727,Calle 8033,Piso 6 Dto C,La Plata,1,Buenos Aires,9518,AR
1732,2728,Calle 1822,,San Rafael,4,Mendoza,3350,AR
1733,2729,Calle 7582,,Mar del Plata,1,Buenos Aires,3255,AR
1734,2730,Calle 9969,Piso 8 Dto A,CABA,1,Buenos Aires,1235,AR
1735,2731,Calle 4903,,Rafaela,3,Santa Fe,5356,AR
1736,2732,Calle 8571,,CABA,1,Buenos Aires,2359,AR
1737,2733,Calle 487,Piso 4 Dto C,Río Cuarto,2,Córdoba,8117,AR
1738,2734,Calle 9472,Piso 4 Dto C,CABA,1,Buenos Aires,9827,AR
1739,2735,Calle 9445,,La Plata,1,Buenos Aires,2726,AR
1740,2736,Calle 6069,Piso 6 Dto A,CABA,1,Buenos Aires,7929,AR
1741,2737,Calle 1466,Piso 11 Dto C,La Plata,1,Buenos Aires,9267,AR
1742,2738,Calle 7614,Piso 12 Dto A,Rafaela,3,Santa Fe,4197,AR
1743,2739,Calle 1992,,Córdoba,2,Córdoba,2307,AR
1744,2740,Calle 2059,Piso 10 Dto B,Mar del Plata,1,Buenos Aires,3202,AR
1745,2741,Calle 6990,,CABA,1,Buenos Aires,9701,AR
1746,2742,Calle 8230,,Rosario,3,Santa Fe,5643,AR
1747,2743,Calle 4905,Piso 4 Dto C,CABA,1,Buenos Aires,4384,AR
1748,2744,Calle 8699,Piso 8 Dto A,La Plata,1,Buenos Aires,7587,AR
1749,2745,Calle 3556,Piso 12 Dto B,Mendoza,4,Mendoza,5019,AR
1750,2746,Calle 989,Piso 12 Dto A,Mar del Plata,1,Buenos Aires,9921,AR
1751,2747,Calle 1481,Piso 6 Dto C,Godoy Cruz,4,Mendoza,8378,AR
1752,2748,Calle 6322,Piso 7 Dto A,La Plata,1,Buenos Aires,4046,AR
1753,2749,Calle 1660,,CABA,1,Buenos Aires,7437,AR
1754,2750,Calle 3932,,Río Cuarto,2,Córdoba,8486,AR
1755,2751,Calle 9741,Piso 7 Dto C,Rafaela,3,Santa Fe,7715,AR
1756,2752,Calle 4834,,CABA,1,Buenos Aires,7188,AR
1757,2753,Calle 6754,,Mar del Plata,1,Buenos Aires,8566,AR
1758,2754,Calle 5485,Piso 9 Dto C,Córdoba,2,Córdoba,7710,AR
1759,2755,Calle 2039,,La Plata,1,Buenos Aires,3217,AR
1760,2756,Calle 4327,Piso 3 Dto B,Mendoza,4,Mendoza,4416,AR
1761,2757,Calle 1679,Piso 5 Dto C,Mar del Plata,1,Buenos Aires,5433,AR
1762,2758,Calle 3767,,Mar del Plata,1,Buenos Aires,1354,AR
1763,2759,Calle 6855,Piso 8 Dto B,Córdoba,2,Córdoba,1058,AR
1764,2760,Calle 4559,Piso 10 Dto C,Mar del Plata,1,Buenos Aires,5417,AR
1765,2761,Calle 1834,Piso 12 Dto A,Santa Fe,3,Santa Fe,9808,AR
1766,2762,Calle 2020,,La Plata,1,Buenos Aires,1348,AR
1767,2763,Calle 1964,Piso 2 Dto B,Rafaela,3,Santa Fe,1575,AR
1768,2764,Calle 9678,,CABA,1,Buenos Aires,9310,AR
1769,2765,Calle 7262,Piso 11 Dto C,La Plata,1,Buenos Aires,9388,AR
1770,2766,Calle 6631,Piso 5 Dto B,Córdoba,2,Córdoba,1228,AR
1771,2767,Calle 139,,Mar del Plata,1,Buenos Aires,6719,AR
1772,2768,Calle 6868,,Mar del Plata,1,Buenos Aires,7486,AR
1773,2769,Calle 648,,CABA,1,Buenos Aires,4811,AR
1774,2770,Calle 5835,,Río Cuarto,2,Córdoba,1119,AR
1775,2771,Calle 323,Piso 1 Dto C,Rosario,3,Santa Fe,5458,AR
1776,2772,Calle 4436,,Córdoba,2,Córdoba,1974,AR
1777,2773,Calle 1619,,Villa Carlos Paz,2,Córdoba,5539,AR
1778,2774,Calle 9624,Piso 12 Dto C,Mendoza,4,Mendoza,3474,AR
1779,2775,Calle 6667,,San Rafael,4,Mendoza,7114,AR
1780,2776,Calle 2362,,Godoy Cruz,4,Mendoza,5342,AR
1781,2777,Calle 1768,,CABA,1,Buenos Aires,1580,AR
1782,2778,Calle 7072,Piso 2 Dto C,Mar del Plata,1,Buenos Aires,4524,AR
1783,2779,Calle 8949,,CABA,1,Buenos Aires,1918,AR
1784,2780,Calle 9742,Piso 6 Dto A,Rosario,3,Santa Fe,7784,AR
1785,2781,Calle 3221,,La Plata,1,Buenos Aires,1163,AR
1786,2782,Calle 5129,,Mar del Plata,1,Buenos Aires,9108,AR
1787,2783,Calle 202,,Mar del Plata,1,Buenos Aires,8560,AR
1788,2784,Calle 7397,,CABA,1,Buenos Aires,2788,AR
1789,2785,Calle 9280,Piso 1 Dto C,La Plata,1,Buenos Aires,2238,AR
1790,2786,Calle 1966,Piso 1 Dto B,CABA,1,Buenos Aires,5576,AR
1791,2787,Calle 1818,,Santa Fe,3,Santa Fe,8765,AR
1792,2788,Calle 4013,,La Plata,1,Buenos Aires,4695,AR
1793,2789,Calle 3010,,CABA,1,Buenos Aires,7509,AR
1794,2790,Calle 3518,,CABA,1,Buenos Aires,3325,AR
1795,2791,Calle 7309,Piso 8 Dto A,Villa Carlos Paz,2,Córdoba,1370,AR
1796,2792,Calle 5786,,Villa Carlos Paz,2,Córdoba,3138,AR
1797,2793,Calle 7629,,Mar del Plata,1,Buenos Aires,3194,AR
1798,2794,Calle 5884,Piso 10 Dto C,San Rafael,4,Mendoza,2834,AR
1799,2795,Calle 1742,,CABA,1,Buenos Aires,6237,AR
1800,2796,Calle 2798,Piso 7 Dto C,Córdoba,2,Córdoba,5678,AR
1801,2797,Calle 7848,Piso 9 Dto B,Santa Fe,3,Santa Fe,3079,AR
1802,2798,Calle 159,Piso 9 Dto C,CABA,1,Buenos Aires,6111,AR
1803,2799,Calle 3781,,Mar del Plata,1,Buenos Aires,2794,AR
1804,2800,Calle 9294,Piso 3 Dto A,Mar del Plata,1,Buenos Aires,5927,AR
1805,2801,Calle 8669,,Mar del Plata,1,Buenos Aires,4233,AR
1806,2802,Calle 8853,Piso 5 Dto C,Godoy Cruz,4,Mendoza,5430,AR
1807,2803,Calle 8261,,Mendoza,4,Mendoza,9647,AR
1808,2804,Calle 3072,,La Plata,1,Buenos Aires,3755,AR
1809,2805,Calle 8056,,Mendoza,4,Mendoza,1238,AR
1810,2806,Calle 3411,,Mendoza,4,Mendoza,1337,AR
1811,2807,Calle 4075,Piso 5 Dto C,La Plata,1,Buenos Aires,8429,AR
1812,2808,Calle 80,,Río Cuarto,2,Córdoba,2987,AR
1813,2809,Calle 380,Piso 10 Dto A,CABA,1,Buenos Aires,3494,AR
1814,2810,Calle 3303,Piso 8 Dto C,La Plata,1,Buenos Aires,1732,AR
1815,2811,Calle 5519,,Mar del Plata,1,Buenos Aires,9972,AR
1816,2812,Calle 6366,,La Plata,1,Buenos Aires,1377,AR
1817,2813,Calle 4081,,CABA,1,Buenos Aires,5002,AR
1818,2814,Calle 8576,,CABA,1,Buenos Aires,7051,AR
1819,2815,Calle 9394,,CABA,1,Buenos Aires,4098,AR
1820,2816,Calle 198,,Rafaela,3,Santa Fe,6307,AR
1821,2817,Calle 492,Piso 8 Dto B,La Plata,1,Buenos Aires,5102,AR
1822,2818,Calle 4479,Piso 7 Dto B,Río Cuarto,2,Córdoba,3429,AR
1823,2819,Calle 2261,,Mar del Plata,1,Buenos Aires,3281,AR
1824,2820,Calle 8307,,San Rafael,4,Mendoza,9410,AR
1825,2821,Calle 19,,Villa Carlos Paz,2,Córdoba,1551,AR
1826,2822,Calle 8141,Piso 5 Dto C,CABA,1,Buenos Aires,3227,AR
1827,2823,Calle 3157,,La Plata,1,Buenos Aires,4641,AR
1828,2824,Calle 138,,Mendoza,4,Mendoza,2551,AR
1829,2825,Calle 5440,,San Rafael,4,Mendoza,7859,AR
1830,2826,Calle 5364,,Río Cuarto,2,Córdoba,5699,AR
1831,2827,Calle 997,,CABA,1,Buenos Aires,4589,AR
1832,2828,Calle 386,,La Plata,1,Buenos Aires,4969,AR
1833,2829,Calle 486,,CABA,1,Buenos Aires,4285,AR
1834,2830,Calle 7000,,Río Cuarto,2,Córdoba,3049,AR
1835,2831,Calle 8723,,Villa Carlos Paz,2,Córdoba,9155,AR
1836,2832,Calle 3677,Piso 12 Dto B,La Plata,1,Buenos Aires,7255,AR
1837,2833,Calle 2912,Piso 3 Dto B,Godoy Cruz,4,Mendoza,4584,AR
1838,2834,Calle 1755,Piso 10 Dto A,CABA,1,Buenos Aires,4876,AR
1839,2835,Calle 3359,Piso 12 Dto B,Mar del Plata,1,Buenos Aires,3439,AR
1840,2836,Calle 6912,Piso 2 Dto B,Mar del Plata,1,Buenos Aires,9761,AR
1841,2837,Calle 1664,,La Plata,1,Buenos Aires,8517,AR
1842,2838,Calle 8346,Piso 7 Dto B,CABA,1,Buenos Aires,6752,AR
1843,2839,Calle 4523,Piso 2 Dto C,Mendoza,4,Mendoza,7697,AR
1844,2840,Calle 4808,,La Plata,1,Buenos Aires,3615,AR
1845,2841,Calle 247,,Villa Carlos Paz,2,Córdoba,9360,AR
1846,2842,Calle 4938,,La Plata,1,Buenos Aires,6131,AR
1847,2843,Calle 879,Piso 5 Dto C,Santa Fe,3,Santa Fe,7199,AR
1848,2844,Calle 2471,Piso 2 Dto B,CABA,1,Buenos Aires,5141,AR
1849,2845,Calle 9419,Piso 3 Dto A,La Plata,1,Buenos Aires,5528,AR
1850,2846,Calle 2028,Piso 2 Dto C,Córdoba,2,Córdoba,4204,AR
1851,2847,Calle 2405,,Río Cuarto,2,Córdoba,8029,AR
1852,2848,Calle 9614,,La Plata,1,Buenos Aires,2061,AR
1853,2849,Calle 6878,Piso 9 Dto A,Mar del Plata,1,Buenos Aires,7638,AR
1854,2850,Calle 5691,,Rosario,3,Santa Fe,3977,AR
1855,2851,Calle 5096,Piso 4 Dto C,La Plata,1,Buenos Aires,2347,AR
1856,2852,Calle 1941,,CABA,1,Buenos Aires,6094,AR
1857,2853,Calle 8138,Piso 3 Dto A,CABA,1,Buenos Aires,1866,AR
1858,2854,Calle 3304,Piso 2 Dto C,CABA,1,Buenos Aires,1810,AR
1859,2855,Calle 532,Piso 1 Dto A,La Plata,1,Buenos Aires,8779,AR
1860,2856,Calle 8133,Piso 12 Dto A,Mar del Plata,1,Buenos Aires,7798,AR
1861,2857,Calle 6357,,Rosario,3,Santa Fe,9312,AR
1862,2858,Calle 4668,Piso 11 Dto B,Mar del Plata,1,Buenos Aires,6974,AR
1863,2859,Calle 3376,,Córdoba,2,Córdoba,6532,AR
1864,2860,Calle 371,Piso 8 Dto A,CABA,1,Buenos Aires,9562,AR
1865,2861,Calle 9810,,La Plata,1,Buenos Aires,8666,AR
1866,2862,Calle 6992,,Mendoza,4,Mendoza,8700,AR
1867,2863,Calle 9761,Piso 10 Dto C,CABA,1,Buenos Aires,5117,AR
1868,2864,Calle 8774,Piso 4 Dto B,CABA,1,Buenos Aires,4714,AR
1869,2865,Calle 9170,,La Plata,1,Buenos Aires,5698,AR
1870,2866,Calle 8996,Piso 6 Dto B,Mar del Plata,1,Buenos Aires,9200,AR
1871,2867,Calle 4209,,Mar del Plata,1,Buenos Aires,3211,AR
1872,2868,Calle 2659,,Rosario,3,Santa Fe,7298,AR
1873,2869,Calle 4253,Piso 7 Dto C,Villa Carlos Paz,2,Córdoba,1326,AR
1874,2870,Calle 5842,,Rafaela,3,Santa Fe,5028,AR
1875,2871,Calle 1466,,Córdoba,2,Córdoba,7661,AR
1876,2872,Calle 1192,,Santa Fe,3,Santa Fe,4564,AR
1877,2873,Calle 8564,Piso 5 Dto A,Mar del Plata,1,Buenos Aires,4471,AR
1878,2874,Calle 9469,Piso 3 Dto B,Córdoba,2,Córdoba,9247,AR
1879,2875,Calle 4939,Piso 2 Dto C,CABA,1,Buenos Aires,2222,AR
1880,2876,Calle 768,Piso 3 Dto A,CABA,1,Buenos Aires,2167,AR
1881,2877,Calle 9013,Piso 7 Dto C,La Plata,1,Buenos Aires,7623,AR
1882,2878,Calle 5407,,Mar del Plata,1,Buenos Aires,2531,AR
1883,2879,Calle 4525,Piso 8 Dto B,CABA,1,Buenos Aires,3547,AR
1884,2880,Calle 6955,Piso 2 Dto B,Mar del Plata,1,Buenos Aires,5043,AR
1885,2881,Calle 1822,,Mar del Plata,1,Buenos Aires,8357,AR
1886,2882,Calle 2196,Piso 4 Dto C,CABA,1,Buenos Aires,9155,AR
1887,2883,Calle 4254,,La Plata,1,Buenos Aires,8567,AR
1888,2884,Calle 310,Piso 3 Dto B,La Plata,1,Buenos Aires,8129,AR
1889,2885,Calle 7579,,Santa Fe,3,Santa Fe,6867,AR
1890,2886,Calle 7548,Piso 4 Dto A,CABA,1,Buenos Aires,3007,AR
1891,2887,Calle 7876,,La Plata,1,Buenos Aires,8883,AR
1892,2888,Calle 5211,,La Plata,1,Buenos Aires,4042,AR
1893,2889,Calle 4944,Piso 9 Dto B,CABA,1,Buenos Aires,3966,AR
1894,2890,Calle 2831,Piso 6 Dto B,Mar del Plata,1,Buenos Aires,9652,AR
1895,2891,Calle 3047,Piso 9 Dto C,Godoy Cruz,4,Mendoza,1748,AR
1896,2892,Calle 2230,Piso 1 Dto B,La Plata,1,Buenos Aires,4389,AR
1897,2893,Calle 3384,Piso 6 Dto A,CABA,1,Buenos Aires,8796,AR
1898,2894,Calle 9892,Piso 3 Dto A,Villa Carlos Paz,2,Córdoba,9256,AR
1899,2895,Calle 495,Piso 5 Dto C,Villa Carlos Paz,2,Córdoba,4829,AR
1900,2896,Calle 6071,,La Plata,1,Buenos Aires,6682,AR
1901,2897,Calle 2373,Piso 8 Dto A,Río Cuarto,2,Córdoba,2373,AR
1902,2898,Calle 7030,Piso 5 Dto A,Villa Carlos Paz,2,Córdoba,4143,AR
1903,2899,Calle 7761,Piso 9 Dto C,CABA,1,Buenos Aires,9188,AR
1904,2900,Calle 7149,,CABA,1,Buenos Aires,4952,AR
1905,2901,Calle 7813,,CABA,1,Buenos Aires,8461,AR
1906,2902,Calle 2885,,Mar del Plata,1,Buenos Aires,8899,AR
1907,2903,Calle 7616,Piso 6 Dto C,CABA,1,Buenos Aires,7978,AR
1908,2904,Calle 6930,Piso 3 Dto A,Mendoza,4,Mendoza,3582,AR
1909,2905,Calle 4395,,La Plata,1,Buenos Aires,1530,AR
1910,2906,Calle 6961,,CABA,1,Buenos Aires,3935,AR
1911,2907,Calle 6771,,CABA,1,Buenos Aires,2567,AR
1912,2908,Calle 4402,,La Plata,1,Buenos Aires,7919,AR
1913,2909,Calle 7383,,CABA,1,Buenos Aires,2317,AR
1914,2910,Calle 645,,Godoy Cruz,4,Mendoza,1539,AR
1915,2911,Calle 3027,,Córdoba,2,Córdoba,5158,AR
1916,2912,Calle 1854,Piso 8 Dto A,CABA,1,Buenos Aires,8267,AR
1917,2913,Calle 88,,San Rafael,4,Mendoza,7515,AR
1918,2914,Calle 5732,Piso 10 Dto C,CABA,1,Buenos Aires,2781,AR
1919,2915,Calle 2085,,Córdoba,2,Córdoba,9081,AR
1920,2916,Calle 2623,Piso 10 Dto A,CABA,1,Buenos Aires,4640,AR
1921,2917,Calle 9228,,Villa Carlos Paz,2,Córdoba,8052,AR
1922,2918,Calle 5426,,Mar del Plata,1,Buenos Aires,5976,AR
1923,2919,Calle 8016,Piso 5 Dto C,San Rafael,4,Mendoza,1383,AR
1924,2920,Calle 8948,,Río Cuarto,2,Córdoba,7859,AR
1925,2921,Calle 356,,Godoy Cruz,4,Mendoza,2692,AR
1926,2922,Calle 9749,,Mendoza,4,Mendoza,2273,AR
1927,2923,Calle 3903,Piso 10 Dto A,Santa Fe,3,Santa Fe,5244,AR
1928,2924,Calle 9582,,Córdoba,2,Córdoba,6709,AR
1929,2925,Calle 108,Piso 3 Dto A,CABA,1,Buenos Aires,2101,AR
1930,2926,Calle 5430,,La Plata,1,Buenos Aires,4706,AR
1931,2927,Calle 548,Piso 4 Dto B,Mar del Plata,1,Buenos Aires,4410,AR
1932,2928,Calle 3158,,Rosario,3,Santa Fe,7457,AR
1933,2929,Calle 119,Piso 9 Dto A,Córdoba,2,Córdoba,9820,AR
1934,2930,Calle 4428,,La Plata,1,Buenos Aires,8279,AR
1935,2931,Calle 5130,,Santa Fe,3,Santa Fe,1924,AR
1936,2932,Calle 6578,Piso 4 Dto A,La Plata,1,Buenos Aires,8533,AR
1937,2933,Calle 2623,Piso 2 Dto A,Villa Carlos Paz,2,Córdoba,3986,AR
1938,2934,Calle 3329,,Río Cuarto,2,Córdoba,3169,AR
