payment_key,customer_key,channel_key,store_key,amount,method,status,paid_at,transaction_ref
5178,163,2,2,46957.68,CASH,PAID,2025-04-07 11:13:00,TX-JNQLJQG5FPIL
5179,682,2,3,48024.9,CARD,PAID,2024-02-09 13:18:32,TX-4YQ5PBRTIY39
5180,680,1,,27636.0,GATEWAY,PAID,2025-04-24 06:32:56,TX-0C8KNTBVBC20
5181,1340,1,,57172.5,GATEWAY,PAID,2024-04-05 23:17:44,TX-WITK02GP2Z6U
5182,412,1,,54261.0,CARD,PAID,2024-07-22 04:00:44,TX-RVP5H4MIJVKU
5183,384,1,,60795.0,GATEWAY,PAID,2024-07-23 04:49:30,TX-DDUQIUCR2UA0
5184,949,1,,49905.0,GATEWAY,FAILED,,
5185,630,2,3,45738.0,TRANSFER,PAID,2024-04-18 11:30:04,TX-U2Q10SORW494
5186,1480,2,3,49005.0,TRANSFER,PAID,2024-08-18 10:21:14,TX-O89YLTGP8190
5187,493,1,,12661.2,CARD,PAID,2024-02-16 18:26:24,TX-XXW80KT1CMDB
5188,337,2,1,34485.0,CASH,PAID,2024-10-29 17:57:56,TX-JR0057Z5GAYF
5189,1364,1,,30240.0,GATEWAY,FAILED,,
5190,357,1,,40104.0,GATEWAY,PAID,2025-01-19 10:01:31,TX-Z9EMMBJEHD8O
5191,532,2,2,14941.08,CASH,PAID,2025-05-28 19:02:16,TX-MTO23F37D3TM
5192,781,2,3,46246.2,CASH,PAID,2025-09-01 18:30:11,TX-6KNLC425GRE8
5193,659,1,,29659.2,GATEWAY,PAID,2025-01-09 18:57:59,TX-G3L2LOKTYPIF
5194,382,2,2,54450.0,TRANSFER,PAID,2024-03-09 07:17:59,TX-0V2N4BOIGNWN
5195,1048,2,4,32670.0,CASH,PAID,2024-08-29 14:58:18,TX-AGK5GAO14HXU
5196,855,1,,55950.0,CARD,PAID,2024-11-02 05:03:59,TX-LQK7UUNA9PER
5197,1413,2,1,14520.0,CARD,PAID,2025-07-04 13:15:14,TX-SS3QCOTO403B
5198,1304,2,3,51727.5,CARD,PAID,2025-03-11 21:45:43,TX-FI6KFQF2OZZU
5199,1015,2,4,26136.0,CASH,PAID,2025-06-17 13:05:38,TX-S33VY9AXL7GF
5200,796,2,1,26136.0,TRANSFER,PAID,2025-01-30 17:01:05,TX-FOTDJGF5FU5W
5201,877,2,2,29040.0,CARD,REFUNDED,2024-02-09 13:44:56,TX-XQ7BRD8ZEGC0
5202,658,1,,36774.0,CARD,FAILED,,
5203,451,2,2,47553.0,CARD,PAID,2024-08-28 02:05:36,TX-UG8PVXGM68EB
5204,1007,1,,46938.0,CARD,PAID,2025-09-29 10:29:46,TX-QE57ITOSBSVV
5205,1071,2,2,30492.0,CARD,PAID,2024-03-16 17:07:29,TX-7TM4ZC5CM9B5
5206,326,2,3,42688.8,CARD,PAID,2024-09-22 12:14:56,TX-ZVHOP769T5ZT
5207,1329,1,,15429.6,CARD,PAID,2025-08-14 14:00:52,TX-BOGBD9S7WR4J
5208,403,1,,17172.0,CARD,PAID,2024-09-28 17:40:49,TX-FOBYM38VWYUK
5209,138,2,1,31944.0,CASH,PAID,2024-10-22 18:08:34,TX-VE2298YS17AV
5210,821,1,,17235.0,CARD,PAID,2024-05-22 09:51:46,TX-7M5KUAAAWL2H
5211,607,1,,54261.0,CARD,PAID,2025-06-15 17:09:32,TX-S3G1PATKHCY4
5212,1210,2,2,39204.0,TRANSFER,PAID,2025-05-26 02:10:31,TX-FVL4UHKXIT7Z
5213,211,2,4,41164.2,CASH,PAID,2024-09-16 16:47:46,TX-SIJD2ZTC1TZ7
5214,1217,2,1,42688.8,CASH,PAID,2024-06-04 03:50:58,TX-YAYHJCGX27FH
5215,630,2,1,28459.2,CARD,PAID,2024-09-02 05:39:27,TX-A56COC09I159
5216,1127,1,,64579.8,GATEWAY,PAID,2024-02-28 23:26:00,TX-81Q1SWRDQ69X
5217,1339,1,,19050.0,CARD,PAID,2024-06-24 18:15:04,TX-M88B5ZLXTWXE
5218,1296,1,,34485.0,CARD,PAID,2025-08-04 13:57:19,TX-DILVGDALUT84
5219,408,2,3,48024.9,CARD,PAID,2024-07-07 05:50:38,TX-8BMHUGTYNZEQ
5220,1056,1,,18676.35,CARD,PAID,2025-08-22 09:01:13,TX-ZCYEE3LABTAE
5221,349,1,,35937.0,CARD,PAID,2024-03-24 01:40:15,TX-8TDVREO8YRPN
5222,151,2,2,14520.0,CASH,PAID,2024-06-20 03:47:32,TX-MHYRF09LKWFI
5223,1261,1,,26513.28,CARD,PAID,2024-10-10 17:37:01,TX-1H7CYZT5YE4V
5224,676,1,,36474.0,GATEWAY,PAID,2024-09-15 10:21:14,TX-8D9VRV843LK9
5225,77,1,,40704.0,CARD,PAID,2024-07-05 09:14:49,TX-2JYDKRUSUVH0
5226,1171,1,,67302.3,CARD,FAILED,,
5227,1339,1,,36774.0,GATEWAY,PAID,2025-08-17 04:10:43,TX-FFSN80OFA6DZ
5228,711,2,2,17968.5,CARD,FAILED,,
5229,1140,2,2,35574.0,CARD,PAID,2025-06-19 20:03:24,TX-OY98DHFB0CQY
5230,1176,1,,36474.0,CARD,PAID,2024-05-04 12:30:58,TX-YVA9X6CWL3W2
5231,265,1,,40404.0,CARD,PAID,2025-09-09 01:34:27,TX-9LNJBKMYM5RZ
5232,711,2,3,31305.12,CARD,PAID,2025-02-26 21:01:41,TX-9TQAK7X1MROL
5233,490,1,,28996.2,CARD,PAID,2025-04-09 23:28:05,TX-FQ9B6OTKM28D
5234,837,1,,44624.4,CARD,PAID,2025-05-13 09:45:21,TX-UMZBAUVXNOGZ
5235,180,1,,55450.35,CARD,PAID,2025-08-22 16:06:43,TX-1KYLTFX71ACB
5236,452,2,2,26136.0,CARD,PAID,2025-09-17 10:37:11,TX-3PYC8FB4RN1T
5237,644,1,,32670.0,GATEWAY,PAID,2025-04-18 20:21:22,TX-SQX2K87D2M1R
5238,1276,2,4,42688.8,CASH,PAID,2025-05-21 08:50:55,TX-04TJXMIKMOJ3
5239,370,1,,15429.6,CARD,PAID,2025-05-26 17:01:51,TX-C5ZKLJ2A3H7S
5240,455,1,,49005.0,CARD,PAID,2024-11-01 08:18:21,TX-G5KELL2IB4HG
5241,275,1,,15983.7,CARD,PAID,2024-02-17 11:49:18,TX-A3H0LBBHEGSM
5242,1420,2,1,72491.1,CASH,PAID,2025-08-16 09:56:53,TX-FJO4OFSLE26G
5243,808,1,,35622.0,CARD,REFUNDED,2024-03-14 14:24:07,TX-UWLCV8FONOUM
5244,535,1,,63210.0,GATEWAY,PAID,2025-01-19 08:55:04,TX-VY9EZOCTSEU5
5245,179,1,,53361.0,GATEWAY,FAILED,,
5246,267,2,2,39204.0,CASH,PAID,2025-08-26 09:05:20,TX-LC5APFAKQOIZ
5247,1382,1,,109419.38,CARD,PAID,2024-03-03 20:35:02,TX-14Q8DW9WO4YQ
5248,934,2,4,60025.68,CARD,PAID,2025-08-12 05:43:45,TX-WGWA3SVLUBMT
5249,1217,1,,36774.0,GATEWAY,PAID,2025-05-10 03:10:01,TX-H8CAN5J6SLAZ
5250,209,1,,50505.0,CARD,FAILED,,
5251,1317,2,3,17787.0,TRANSFER,PAID,2025-06-16 04:38:55,TX-SLHPOJNKLN52
5252,873,2,1,113256.0,CARD,FAILED,,
5253,133,2,4,34485.0,CARD,PAID,2025-08-20 17:15:58,TX-CEJ6OXX1RJBO
5254,220,2,3,30492.0,CASH,PAID,2024-11-14 16:04:40,TX-KL1FLXCU8AK9
5255,848,1,,15429.6,GATEWAY,PAID,2024-10-01 19:51:08,TX-D0SZ9M6KQFIL
5256,1090,1,,29359.2,GATEWAY,PAID,2025-04-03 00:20:34,TX-R382UU8BADTV
5257,494,1,,28459.2,GATEWAY,PAID,2025-03-26 06:24:56,TX-8AQRAGN79MD4
5258,991,2,3,15246.0,CARD,PAID,2024-08-26 11:26:51,TX-27TEPNH0HCN4
5259,32,2,2,49005.0,CASH,PAID,2025-08-07 05:23:26,TX-9604CN8H402H
5260,840,2,3,28459.2,CARD,PAID,2024-04-26 16:48:17,TX-DZVEW47YOJVN
5261,829,2,3,34485.0,CASH,PAID,2024-05-10 00:00:31,TX-PNZO74ESANVN
5262,685,1,,48924.9,GATEWAY,REFUNDED,2025-09-10 15:18:39,TX-9CL5NRCAVDSK
5263,1303,1,,55650.0,CARD,FAILED,,
5264,514,1,,62910.0,GATEWAY,PENDING,,
5265,131,2,2,15652.56,CARD,PAID,2025-09-30 16:49:11,TX-D2RT1TRCSWDH
5266,680,1,,39619.92,GATEWAY,PAID,2025-08-08 15:09:10,TX-LXHK9D4PLKBA
5267,165,1,,38552.7,GATEWAY,PAID,2024-05-14 06:22:59,TX-UA2E04XNWGN1
5268,1409,2,2,54450.0,TRANSFER,PAID,2024-07-08 06:34:53,TX-1PZ0EBYFJPBP
5269,548,2,2,18150.0,CARD,PAID,2025-03-07 23:02:16,TX-EYXJXFEZ22OE
5270,941,1,,86114.25,GATEWAY,PAID,2024-07-15 17:10:10,TX-HQEMKYH1KHXG
5271,456,2,3,13068.0,CASH,PAID,2024-01-23 23:53:20,TX-2Y6PQ70LQS2C
5272,675,1,,37200.0,GATEWAY,REFUNDED,2024-03-12 08:05:37,TX-37CGTIE579UE
5273,303,1,,52627.5,GATEWAY,PAID,2025-02-09 10:04:25,TX-A6DEWYFTRVCH
5274,1371,2,4,41382.0,CASH,PAID,2024-12-08 16:18:49,TX-GUHJEOD0S6TS
5275,225,2,3,36209.25,CASH,PAID,2024-10-04 17:01:21,TX-PHZMHC643Q95
5276,741,1,,18987.0,GATEWAY,PAID,2024-06-28 07:18:52,TX-GMMG7GI78OWX
5277,507,2,4,51727.5,CASH,REFUNDED,2024-08-08 02:11:37,TX-7DT33C1XID4J
5278,381,1,,27036.0,GATEWAY,FAILED,,
5279,166,2,4,43378.5,CARD,PAID,2025-01-16 23:03:50,TX-4AL3EHJKVL35
5280,1440,2,3,35574.0,CARD,PAID,2024-07-07 00:53:05,TX-6PGLILRPJP5E
5281,1400,1,,32236.5,CARD,FAILED,,
5282,627,1,,54261.0,CARD,PAID,2025-08-17 21:29:03,TX-9ZP0LO8JDUFF
5283,638,1,,44460.0,CARD,PAID,2024-04-28 23:03:54,TX-39L2SPT8YCEQ
5284,703,2,1,15972.0,CASH,PAID,2024-01-23 04:26:58,TX-42K1NM1Q9USG
5285,1315,2,1,78408.0,TRANSFER,REFUNDED,2025-02-21 17:53:33,TX-UM8L4DFN1ISR
5286,540,1,,43008.0,GATEWAY,PAID,2025-04-13 02:10:38,TX-BW6AIGCQR4S4
5287,352,1,,37500.0,CARD,PAID,2025-04-30 22:34:15,TX-TXCCA3U6D8E8
5288,565,1,,55650.0,CARD,PAID,2024-09-18 04:31:42,TX-1HRGMGTQHXT4
5289,549,1,,17151.75,CARD,PAID,2024-12-22 11:39:25,TX-T7M7DFOXN7MJ
5290,1273,1,,96886.8,CARD,PAID,2024-07-16 23:41:18,TX-0HJ7A5D7LAWY
5291,713,1,,27636.0,CARD,PAID,2024-07-01 00:36:13,TX-C4WMX2SWG8GX
5292,1439,1,,65723.25,CARD,PAID,2025-08-12 23:24:32,TX-YZNST2GP5YX2
5293,1070,1,,28488.0,GATEWAY,PAID,2024-08-26 19:32:40,TX-KE457IY7X1M9
5294,281,2,1,79497.0,CASH,PAID,2024-05-16 23:05:36,TX-B0OWFP1UNOWS
5295,250,1,,44188.8,CARD,PAID,2024-05-12 16:02:29,TX-2GPDN1FVI7IF
5296,728,1,,29040.0,GATEWAY,REFUNDED,2025-01-09 15:18:51,TX-CL7F4VMLQ7NN
5297,758,1,,15420.0,CARD,PAID,2024-04-20 16:11:13,TX-W16FBVETN7C7
5298,486,1,,30167.4,CARD,PAID,2024-06-05 13:45:40,TX-9XEC1VH8WAOA
5299,284,2,2,74778.0,CARD,PAID,2024-02-08 17:31:06,TX-QZKLFMW7CG4Y
5300,391,1,,27336.0,CARD,PAID,2025-05-06 11:46:41,TX-6NKK5IWTTV0R
5301,326,1,,30603.0,GATEWAY,PAID,2025-09-27 11:11:48,TX-M83FBTG81QWO
5302,511,1,,24422.4,GATEWAY,PAID,2024-03-20 23:22:09,TX-DZAZ5XXRNK4M
5303,866,1,,29088.0,CARD,PAID,2025-03-23 03:16:58,TX-23EIBDA9AD9K
5304,494,2,1,71511.0,CASH,PAID,2024-04-03 09:07:27,TX-TU246MXZITUT
5305,761,1,,14006.64,CARD,PAID,2025-04-06 00:42:37,TX-1LL9M4V8E1MS
5306,1105,1,,111213.12,GATEWAY,PAID,2024-07-11 23:19:32,TX-S2RZIPZPUJG8
5307,809,1,,13968.0,GATEWAY,FAILED,,
5308,1259,2,1,50457.0,CARD,PAID,2024-07-12 14:21:58,TX-7NTXACE69NJG
5309,72,1,,15420.0,GATEWAY,PENDING,,
5310,962,1,,90679.5,CARD,PAID,2025-06-13 05:01:57,TX-X58XHD64GIU4
5311,365,1,,15129.6,GATEWAY,PAID,2024-11-20 15:33:25,TX-MNLKDVROZLBO
5312,1440,1,,79172.4,CARD,PAID,2024-12-10 15:12:14,TX-TLZ99YSD16B9
5313,535,2,1,38419.92,CARD,PAID,2024-07-28 22:29:12,TX-A8F023QWAFS5
5314,638,2,1,43560.0,CASH,PAID,2025-02-02 12:43:47,TX-O1KH5IU6WFCJ
5315,1322,1,,18687.0,CARD,PAID,2024-03-25 23:49:45,TX-OJ3G4RAT37MH
5316,846,1,,13068.0,CARD,FAILED,,
5317,212,1,,57528.0,CARD,PAID,2024-07-04 09:37:36,TX-WOTYL22KJZIZ
5318,155,2,3,14701.5,CARD,PAID,2025-08-25 23:24:10,TX-7OLZTODGPIZK
5319,1463,2,4,34485.0,CASH,PAID,2024-09-28 17:01:52,TX-JQNYVXCS690B
5320,328,2,1,57172.5,CASH,PAID,2024-07-20 21:02:20,TX-PGWDQ8N2EXWA
5321,618,1,,39204.0,GATEWAY,PAID,2024-08-06 14:59:31,TX-LR3LLIQNU60M
5322,440,2,3,32488.5,CASH,FAILED,,
5323,670,2,4,56410.2,CARD,PAID,2024-08-11 16:05:03,TX-XUUEFZN3BFTA
5324,578,1,,18442.5,CARD,PAID,2025-08-03 04:46:52,TX-E16S5XBR6QI7
5325,246,2,3,14520.0,CARD,PAID,2024-12-03 17:31:16,TX-CGFUAISVK9TM
5326,1308,1,,95316.3,CARD,PAID,2024-06-15 16:33:29,TX-QMO2RYIGIX9A
5327,614,2,3,38419.92,CARD,PAID,2024-03-24 12:55:43,TX-CKK8DUPKWA14
5328,260,1,,14994.0,CARD,PAID,2024-07-31 16:02:13,TX-3UWVW6833QC4
5329,828,1,,51727.5,GATEWAY,PAID,2025-08-25 08:47:37,TX-FWHM9ZZ5777U
5330,853,1,,49905.0,GATEWAY,PAID,2025-02-02 13:16:56,TX-E60P180DHC09
5331,891,1,,102477.0,GATEWAY,PAID,2024-05-02 05:00:42,TX-H50JFCWYEB94
5332,951,2,2,54450.0,CASH,PAID,2025-10-01 05:25:12,TX-3WD6GENREX6N
5333,1005,2,3,36300.0,CASH,PAID,2025-08-22 10:17:46,TX-MNYD6Z6SH502
5334,201,2,4,30492.0,CASH,PAID,2024-04-16 08:38:09,TX-G7DNUWAYG5N5
5335,100,2,1,35574.0,CARD,PAID,2025-01-08 19:36:20,TX-OITBKS80JNIT
5336,164,1,,58100.25,CARD,FAILED,,
5337,1194,2,3,27588.0,CARD,PAID,2024-12-03 09:23:43,TX-3AJQW7F9WL3G
5338,290,1,,76558.8,GATEWAY,PAID,2025-08-03 10:16:27,TX-AP5PVAKDIAF0
5339,101,1,,36474.0,CARD,PAID,2024-07-08 02:51:10,TX-LGVFBMH59PAX
5340,1082,1,,17535.0,CARD,PAID,2025-02-24 02:11:14,TX-8T9NV74AY36D
5341,1076,2,1,35574.0,TRANSFER,PAID,2024-06-24 20:21:23,TX-4X9JGA28EH7N
5342,330,2,3,55902.0,CARD,FAILED,,
5343,212,1,,15429.6,GATEWAY,FAILED,,
5344,504,1,,55069.2,GATEWAY,PAID,2025-09-22 17:47:13,TX-SCQWFU4LKBVN
5345,637,1,,75796.5,CARD,PAID,2025-02-06 19:12:32,TX-QTXMLCNIA24P
5346,485,1,,14994.0,CARD,PAID,2024-12-08 03:47:17,TX-D0VS0DWAKHX0
5347,1322,1,,51727.5,CARD,PAID,2025-02-08 17:01:09,TX-29EYKG9SCYK9
5348,303,2,4,49005.0,CARD,REFUNDED,2025-06-03 05:27:04,TX-6JR758RK17MM
5349,724,2,1,43560.0,CARD,PAID,2025-09-14 03:33:30,TX-W744C8MBJMST
5350,1086,2,1,70422.0,CASH,PAID,2024-04-11 21:32:34,TX-1R5PXTXU7U8R
5351,514,2,1,51727.5,TRANSFER,PAID,2025-03-17 17:40:44,TX-CUY5SQ3ZMNSV
5352,1475,1,,60795.0,CARD,PENDING,,
5353,963,1,,43888.8,CARD,FAILED,,
5354,330,2,3,36300.0,CASH,PAID,2024-05-11 11:34:34,TX-YASUUH2VPH5P
5355,435,2,2,52272.0,CARD,PAID,2025-09-06 07:06:05,TX-X290WAX864VC
5356,1292,1,,33870.0,CARD,PAID,2024-05-04 11:18:10,TX-UQ157LY7AXMG
5357,983,1,,60432.0,CARD,FAILED,,
5358,1235,1,,51720.0,GATEWAY,PAID,2024-06-14 12:56:17,TX-UH98UMV2X4QQ
5359,788,2,4,45520.2,CARD,PAID,2024-09-27 11:04:55,TX-XVMEVEB5PH1G
5360,786,2,4,17787.0,CARD,PAID,2024-04-30 09:43:38,TX-HRFW210P5DQ8
5361,1323,1,,17535.0,GATEWAY,REFUNDED,2024-05-19 11:46:15,TX-26PTTCMLU1MQ
5362,902,2,3,29911.2,CASH,PAID,2025-05-28 06:18:47,TX-RJMJ8XOXDOWK
5363,1220,2,3,43124.4,CASH,PAID,2024-01-19 03:11:59,TX-3SHCO64R8CXM
5364,1315,2,2,42471.0,CASH,REFUNDED,2025-04-13 04:09:28,TX-V8RQL5CIJZN4
5365,774,1,,24422.4,CARD,PAID,2024-03-05 10:11:11,TX-ECJLJFVFSP68
5366,454,1,,50505.0,CARD,PAID,2025-07-09 17:14:36,TX-H6MERZX6PSO6
5367,1309,1,,14941.08,GATEWAY,PAID,2024-08-29 00:50:19,TX-EU60MWCAHC4X
5368,1108,1,,95287.5,CARD,PAID,2025-01-29 02:49:31,TX-GC5GTE157SUC
5369,596,2,3,70022.7,CASH,PENDING,,
5370,283,2,4,63499.59,CASH,PAID,2025-05-23 00:19:35,TX-86BZVWAYKOLK
5371,1406,1,,26136.0,CARD,FAILED,,
5372,382,1,,55350.0,CARD,PAID,2024-02-22 13:51:22,TX-NTWZXZ9OGF2B
5373,651,2,4,13068.0,CARD,PAID,2024-06-17 08:47:07,TX-0X4AAKPIDBYM
5374,1160,1,,13068.0,CARD,PAID,2024-07-07 14:14:20,TX-FSLC9OXB49TA
5375,414,2,2,17242.5,CARD,PAID,2025-07-08 15:02:13,TX-0EP4VGCVFP5O
5376,323,2,3,14941.08,CASH,PAID,2025-05-24 11:50:23,TX-YD1SSNI4E799
5377,824,1,,17235.0,CARD,PAID,2024-10-25 07:09:05,TX-DE8R3RAXZ2T7
5378,1340,1,,78509.4,GATEWAY,PAID,2024-11-19 01:37:15,TX-K4AKX9G7AN7L
5379,40,2,3,42979.2,CASH,FAILED,,
5380,1456,1,,47857.68,CARD,REFUNDED,2025-09-30 17:53:32,TX-GZI7DZII6TUB
5381,680,1,,18442.5,GATEWAY,PAID,2025-02-01 08:45:22,TX-HW85FVQU6ZI2
5382,995,1,,41382.0,CARD,PAID,2024-08-01 13:05:38,TX-ZAWRLKIVOFVY
5383,27,2,4,32670.0,CARD,PAID,2024-01-09 02:52:57,TX-G6287JRJR1OF
5384,54,1,,17535.0,CARD,PAID,2024-11-22 15:19:13,TX-BJ7X2AH4THJF
5385,623,1,,43308.0,GATEWAY,PENDING,,
5386,758,2,1,26136.0,CASH,PAID,2025-02-10 16:41:42,TX-51J4TEXPP8H4
5387,997,1,,42688.8,GATEWAY,PENDING,,
5388,1433,1,,50094.0,GATEWAY,PAID,2025-01-15 03:05:12,TX-VEZESAHMXXHQ
5389,61,1,,50335.68,CARD,PAID,2025-08-31 19:00:31,TX-R76TEM0JOBQR
5390,1092,1,,52955.25,CARD,PAID,2024-11-24 19:02:37,TX-0YYOA21WWG96
5391,250,1,,36300.0,GATEWAY,PAID,2024-12-02 18:37:41,TX-LTII3GQOIGPT
5392,1043,2,1,11761.2,CASH,PAID,2025-08-03 02:24:56,TX-PSQ7XLWC6AIR
5393,101,1,,36483.6,GATEWAY,PAID,2024-05-13 13:06:29,TX-R5ZM6PDGVWZK
5394,719,1,,18687.0,CARD,PAID,2024-02-07 14:24:52,TX-CJP24DKGK0ZS
5395,544,1,,16418.25,CARD,PAID,2024-08-24 05:28:10,TX-NWG44FH379WP
5396,1082,1,,82812.0,CARD,PAID,2024-04-23 05:29:46,TX-MTK4HIOL5N0M
5397,415,1,,40404.0,GATEWAY,PAID,2025-03-02 10:35:37,TX-PXU0O75PUY4N
5398,1428,1,,54488.4,GATEWAY,PAID,2024-08-22 22:49:03,TX-WEDRPOQ3ODBK
5399,322,2,2,42688.8,CARD,PAID,2025-05-07 16:46:55,TX-GEXXWVE32RYM
5400,124,2,3,53361.0,CASH,PAID,2025-06-19 19:48:42,TX-KDK1T0R7YU71
5401,272,1,,92867.1,CARD,PAID,2025-03-04 02:19:16,TX-NWC3P25PJEI7
5402,589,1,,80803.8,CARD,FAILED,,
5403,505,2,2,90931.5,CASH,PAID,2024-02-01 15:30:17,TX-285P7IVTHH9O
5404,1124,1,,28788.0,CARD,PAID,2025-04-06 21:43:04,TX-T449VJE02JWI
5405,965,1,,78898.05,GATEWAY,PAID,2025-05-29 21:39:53,TX-BNL2R6Q7KHYV
5406,320,1,,29359.2,CARD,PAID,2024-04-14 01:35:37,TX-4M69A9F0IL97
5407,897,1,,19050.0,CARD,PAID,2025-07-06 08:06:22,TX-TTB103YW9ODL
5408,1218,2,4,14520.0,CARD,REFUNDED,2024-02-03 15:28:13,TX-BXIKHSOMXFYW
5409,1483,2,1,17242.5,CASH,PAID,2025-07-18 23:21:00,TX-ZBP62U2AUXIS
5410,694,1,,57229.05,GATEWAY,FAILED,,
5411,728,2,4,66668.58,CASH,PAID,2025-06-02 15:05:36,TX-5K5ANZKQGEXQ
5412,327,2,1,14520.0,CASH,PAID,2024-11-30 16:33:41,TX-8E6R5068EY3Q
5413,43,1,,36837.0,GATEWAY,PAID,2024-03-05 07:21:15,TX-STWMNPQTD3AT
5414,962,2,4,19565.7,CASH,PAID,2024-03-23 04:48:51,TX-GLY3GNPVMDQ6
5415,1417,2,3,35574.0,CARD,PAID,2024-05-30 22:48:32,TX-NR93JP58O17R
5416,634,1,,16441.08,GATEWAY,PAID,2025-05-07 03:15:47,TX-QQWWDL8O0IYN
5417,1123,2,2,17787.0,CASH,PAID,2024-11-16 23:12:53,TX-FKW5G1ZN8R8A
5418,260,2,4,81820.2,CASH,REFUNDED,2024-02-07 19:27:26,TX-QTBSG2RKLTW3
5419,1158,1,,39204.0,GATEWAY,PAID,2024-01-28 12:05:31,TX-UGKYHYBQFSWL
5420,616,1,,35685.0,GATEWAY,PAID,2025-08-02 10:53:04,TX-LZ84JAT0I9VC
5421,838,2,3,64795.5,CARD,PAID,2025-09-28 19:30:15,TX-0OCMC9DJP4WM
5422,1094,2,1,45738.0,CARD,PAID,2024-03-15 15:32:28,TX-SGRPPV5K0GDI
5423,594,1,,55350.0,GATEWAY,PAID,2024-02-06 02:17:23,TX-E8BZ43ETWEXY
5424,756,1,,54561.0,CARD,PAID,2025-09-09 05:12:19,TX-4K3ACM4HENN3
5425,1019,2,4,49455.12,CASH,PAID,2025-08-16 06:47:28,TX-23THO4NFXG4E
5426,618,2,1,78045.0,CARD,PAID,2025-01-16 13:04:21,TX-RYUJHYNUWYS5
5427,75,2,3,51727.5,CARD,PAID,2024-06-25 06:29:52,TX-BQLT03IY2685
5428,217,2,4,35937.0,CASH,PAID,2024-12-03 22:08:52,TX-TW1S0G0HP4KX
5429,1365,2,3,19565.7,CASH,PAID,2024-05-08 17:32:31,TX-HQ0OQ2A3HG8S
5430,625,2,2,14483.7,CASH,FAILED,,
5431,319,1,,15983.7,CARD,PAID,2024-08-24 14:03:39,TX-3HA2RLM9RLZI
5432,569,1,,33008.4,CARD,PAID,2024-02-03 06:28:48,TX-GW55WGWHG81N
5433,1469,2,4,41382.0,CARD,PAID,2025-02-26 17:03:52,TX-838GURP8JQSS
5434,1265,2,3,54313.88,CASH,PAID,2024-05-12 02:29:30,TX-UMS58LZ2M3P6
5435,128,2,3,34485.0,TRANSFER,PAID,2024-08-07 20:18:52,TX-7NXK1Y5C29I2
5436,377,2,3,69238.62,CASH,PAID,2024-09-29 17:13:10,TX-WVWA4F7GSV7N
5437,1452,1,,27036.0,GATEWAY,PAID,2025-09-20 21:30:43,TX-ZE7VX1NBIN3F
5438,150,1,,20176.35,GATEWAY,PAID,2024-05-23 03:22:43,TX-DFFSGDBXHQ8W
5439,236,1,,56929.05,CARD,PAID,2024-07-09 05:25:50,TX-GR7BHOYAND4X
5440,317,1,,29088.0,CARD,PAID,2024-01-29 15:04:13,TX-0Q96NLACYQG2
5441,879,1,,36774.0,GATEWAY,FAILED,,
5442,445,2,4,30492.0,TRANSFER,PAID,2024-12-18 04:25:32,TX-8O58ZPWFLQPT
5443,924,2,3,56029.05,CASH,PAID,2024-08-14 09:59:18,TX-WYA3XGQ3VSFB
5444,859,1,,40404.0,CARD,PAID,2025-05-03 08:02:54,TX-CCNFSK6M3HX2
5445,218,2,3,13068.0,CASH,PAID,2024-04-15 09:34:52,TX-GA63OM07BC0Q
5446,1191,2,3,25613.28,TRANSFER,PAID,2024-02-12 01:47:43,TX-UN88W2UGABIQ
5447,522,2,2,54404.62,CARD,PAID,2024-03-22 03:00:32,TX-69ZP4088C37Z
5448,600,1,,49005.0,CARD,PAID,2024-06-14 03:49:52,TX-AUMBZ9Y6L5M7
5449,577,2,3,55176.0,TRANSFER,PAID,2024-10-21 17:53:07,TX-ZJ3YMZ40OSP9
5450,41,2,2,34485.0,CASH,PAID,2024-04-09 10:08:31,TX-CL87TZWVYL04
5451,1251,1,,28788.0,CARD,PAID,2025-08-17 08:30:22,TX-Y360PG2GYPMX
5452,887,2,3,43719.72,CASH,PAID,2025-03-12 11:31:49,TX-3ZQ15A80JLV6
5453,922,1,,31546.8,GATEWAY,PAID,2025-05-03 12:58:58,TX-ZCJ02O5RYSCR
5454,645,2,4,43560.0,CASH,PAID,2024-10-24 12:09:11,TX-UAC9RQ6U9IR8
5455,1090,1,,80767.5,CARD,PAID,2024-07-01 15:35:36,TX-PRXFN3MO76U1
5456,1323,2,1,11761.2,CASH,PAID,2024-04-20 03:09:22,TX-20OPWLXGDW6G
5457,591,1,,65025.0,CARD,PAID,2024-03-28 09:13:39,TX-3631GZNIO2U7
5458,67,1,,16020.0,CARD,PAID,2025-09-28 00:11:59,TX-TCHRQU3JAVK5
5459,305,1,,43608.0,CARD,PAID,2024-05-12 14:13:25,TX-DPTUW2OQGOS3
5460,67,2,1,43451.1,TRANSFER,PAID,2025-09-04 08:25:33,TX-IKWLVBH9HYYC
5461,1146,1,,30240.0,CARD,REFUNDED,2025-04-08 18:43:04,TX-6PKDWKBAM1BX
5462,264,2,3,28459.2,CASH,PAID,2025-01-04 05:23:38,TX-QFE1M2BU62RP
5463,731,1,,74952.0,GATEWAY,PAID,2024-11-01 15:19:29,TX-CXS0BHRXFIF6
5464,1236,1,,13314.6,CARD,PAID,2025-06-21 16:04:50,TX-2JA3JA2V3J0D
5465,104,1,,19350.0,CARD,PAID,2024-02-21 19:52:18,TX-KO2ZC5Z2K9LK
