order_key,customer_key,channel_key,store_key,total_amount,order_date
1000005373,1160,1,,13068.0,2024-07-06 01:14:20
1000005374,414,2,2.0,17242.5,2025-07-08 04:02:13
1000005375,323,2,3.0,14941.08,2025-05-24 03:50:23
1000005376,824,1,,17235.0,2024-10-24 13:09:05
1000005377,1340,1,,78509.4,2024-11-18 06:37:15
1000005378,40,2,3.0,42979.2,2025-03-27 04:53:17
1000005379,1456,1,,47857.68,2025-09-29 05:53:32
1000005380,680,1,,18442.5,2025-01-30 23:45:22
1000005381,995,1,,41382.0,2024-07-30 21:05:38
1000005382,27,2,4.0,32670.0,2024-01-06 12:52:57
1000005383,54,1,,17535.0,2024-11-21 20:19:13
1000005384,623,1,,43308.0,2025-03-03 12:44:33
1000005385,758,2,1.0,26136.0,2025-02-09 15:41:42
1000005386,997,1,,42688.8,2025-01-26 18:49:25
1000005387,1433,1,,50094.0,2025-01-14 00:05:12
1000005388,61,1,,50335.68,2025-08-30 13:00:31
1000005389,1092,1,,52955.25,2024-11-24 12:02:37
1000005390,250,1,,36300.0,2024-12-02 11:37:41
1000005391,1043,2,1.0,11761.2,2025-08-01 23:24:56
1000005392,101,1,,36483.6,2024-05-13 10:06:29
1000005393,719,1,,18687.0,2024-02-05 18:24:52
1000005394,544,1,,16418.25,2024-08-22 10:28:10
1000005395,1082,1,,82812.0,2024-04-21 18:29:46
1000005396,415,1,,40404.0,2025-02-28 09:35:37
1000005397,1428,1,,54488.4,2024-08-20 18:49:03
1000005398,322,2,2.0,42688.8,2025-05-05 02:46:55
1000005399,124,2,3.0,53361.0,2025-06-17 11:48:42
1000005400,272,1,,92867.1,2025-03-01 03:19:16
1000005401,589,1,,80803.8,2025-07-02 10:21:36
1000005402,505,2,2.0,90931.5,2024-01-30 21:30:17
1000005403,1124,1,,28788.0,2025-04-04 06:43:04
1000005404,965,1,,78898.05,2025-05-28 17:39:53
1000005405,320,1,,29359.2,2024-04-11 22:35:37
1000005406,897,1,,19050.0,2025-07-05 07:06:22
1000005407,1218,2,4.0,14520.0,2024-02-02 08:28:13
1000005408,1483,2,1.0,17242.5,2025-07-16 00:21:00
1000005409,694,1,,57229.05,2024-06-24 23:43:23
1000005410,728,2,4.0,66668.58,2025-05-30 23:05:36
1000005411,327,2,1.0,14520.0,2024-11-28 01:33:41
1000005412,43,1,,36837.0,2024-03-03 19:21:15
1000005413,962,2,4.0,19565.7,2024-03-20 22:48:51
1000005414,1417,2,3.0,35574.0,2024-05-30 17:48:32
1000005415,634,1,,16441.08,2025-05-05 02:15:47
1000005416,1123,2,2.0,17787.0,2024-11-16 03:12:53
1000005417,260,2,4.0,81820.2,2024-02-06 19:27:26
1000005418,1158,1,,39204.0,2024-01-27 15:05:31
1000005419,616,1,,35685.0,2025-08-02 06:53:04
1000005420,838,2,3.0,64795.5,2025-09-27 16:30:15
1000005421,1094,2,1.0,45738.0,2024-03-14 22:32:28
1000005422,594,1,,55350.0,2024-02-05 07:17:23
1000005423,756,1,,54561.0,2025-09-07 07:12:19
1000005424,1019,2,4.0,49455.12,2025-08-16 01:47:28
1000005425,618,2,1.0,78045.0,2025-01-14 14:04:21
1000005426,75,2,3.0,51727.5,2024-06-23 19:29:52
1000005427,217,2,4.0,35937.0,2024-12-02 11:08:52
1000005428,1365,2,3.0,19565.7,2024-05-06 20:32:31
1000005429,625,2,2.0,14483.7,2024-09-21 20:39:44
1000005430,319,1,,15983.7,2024-08-23 10:03:39
1000005431,569,1,,33008.4,2024-02-01 10:28:48
1000005432,1469,2,4.0,41382.0,2025-02-24 09:03:52
1000005433,1265,2,3.0,54313.88,2024-05-10 23:29:30
1000005434,128,2,3.0,34485.0,2024-08-05 03:18:52
1000005435,377,2,3.0,69238.62,2024-09-28 12:13:10
1000005436,1452,1,,27036.0,2025-09-18 05:30:43
1000005437,150,1,,20176.35,2024-05-22 03:22:43
1000005438,236,1,,56929.05,2024-07-06 06:25:50
1000005439,317,1,,29088.0,2024-01-27 21:04:13
1000005440,879,1,,36774.0,2024-08-01 09:56:09
1000005441,445,2,4.0,30492.0,2024-12-15 18:25:32
1000005442,924,2,3.0,56029.05,2024-08-13 04:59:18
1000005443,859,1,,40404.0,2025-05-01 01:02:54
1000005444,218,2,3.0,13068.0,2024-04-13 15:34:52
1000005445,1191,2,3.0,25613.28,2024-02-11 15:47:43
1000005446,522,2,2.0,54404.62,2024-03-21 00:00:32
1000005447,600,1,,49005.0,2024-06-11 21:49:52
1000005448,577,2,3.0,55176.0,2024-10-21 10:53:07
1000005449,41,2,2.0,34485.0,2024-04-07 17:08:31
1000005450,1251,1,,28788.0,2025-08-14 20:30:22
1000005451,887,2,3.0,43719.72,2025-03-11 02:31:49
1000005452,922,1,,31546.8,2025-05-03 07:58:58
1000005453,645,2,4.0,43560.0,2024-10-24 11:09:11
1000005454,1090,1,,80767.5,2024-06-30 14:35:36
1000005455,1323,2,1.0,11761.2,2024-04-19 01:09:22
1000005456,591,1,,65025.0,2024-03-26 04:13:39
1000005457,67,1,,16020.0,2025-09-27 20:11:59
1000005458,305,1,,43608.0,2024-05-11 18:13:25
1000005459,67,2,1.0,43451.1,2025-09-01 10:25:33
1000005460,1146,1,,30240.0,2025-04-08 00:43:04
1000005461,264,2,3.0,28459.2,2025-01-01 15:23:38
1000005462,731,1,,74952.0,2024-10-31 12:19:29
1000005463,1236,1,,13314.6,2025-06-19 07:04:50
1000005464,104,1,,19350.0,2024-02-19 06:52:18
1000005465,1164,2,1.0,44467.5,2024-08-22 12:16:16
1000005466,436,1,,48024.9,2025-09-29 00:51:13
1000005467,399,1,,34485.0,2025-09-20 03:13:59
1000005468,931,1,,58108.8,2025-08-20 08:47:25
1000005469,1191,1,,15429.6,2024-07-30 04:18:48
1000005470,1235,1,,40104.0,2024-07-17 22:48:51
1000005471,642,1,,46710.6,2025-02-20 22:11:10
1000005472,38,1,,60831.3,2025-02-17 07:23:48
1000005473,858,1,,79801.92,2024-05-01 19:03:47
1000005474,766,1,,16335.0,2025-05-24 07:45:26
1000005475,88,2,4.0,12414.6,2024-04-10 04:35:06
1000005476,358,1,,50205.0,2025-05-12 07:53:42
1000005477,879,1,,14694.0,2025-08-25 11:30:08
1000005478,516,2,2.0,17151.75,2025-05-25 13:18:34
1000005479,22,1,,17535.0,2024-10-27 15:23:31
1000005480,376,2,1.0,31305.12,2024-03-09 11:33:39
1000005481,591,2,4.0,39131.4,2025-08-10 02:17:21
1000005482,549,1,,14268.0,2025-04-28 01:15:59
1000005483,783,1,,89583.24,2024-04-16 17:29:27
1000005484,1155,1,,17835.0,2024-12-09 04:59:25
1000005485,1472,1,,37200.0,2025-02-06 19:10:19
1000005486,637,1,,15129.6,2024-04-01 21:19:32
1000005487,372,2,2.0,29040.0,2024-07-17 16:27:53
1000005488,664,1,,77647.8,2025-06-06 04:34:24
1000005489,164,1,,15720.0,2024-08-16 21:51:39
1000005490,1062,2,1.0,62980.5,2025-06-21 03:48:52
1000005491,990,1,,50205.0,2024-06-25 10:35:26
1000005492,708,2,2.0,49005.0,2025-02-06 10:41:10
1000005493,1117,1,,44460.0,2025-04-28 14:35:59
1000005494,1484,1,,27036.0,2024-11-02 09:05:18
1000005495,732,2,1.0,43451.1,2025-05-28 06:32:18
1000005496,393,1,,40404.0,2025-06-02 14:39:09
1000005497,1403,1,,15720.0,2024-12-16 13:36:04
1000005498,826,2,4.0,33668.25,2025-09-02 23:09:10
1000005499,1034,1,,55405.5,2024-01-17 23:15:24
1000005500,1132,2,1.0,28459.2,2024-08-28 10:36:28
1000005501,985,2,1.0,17242.5,2024-12-15 11:16:49
1000005502,665,2,1.0,18676.35,2024-06-30 22:36:50
1000005503,1123,1,,14520.0,2025-09-13 11:26:10
1000005504,784,1,,37500.0,2024-06-03 00:53:35
1000005505,602,2,4.0,16335.0,2025-05-16 00:02:27
1000005506,1059,2,4.0,110533.5,2024-04-08 11:03:31
1000005507,1215,1,,44351.1,2024-08-19 15:05:50
1000005508,429,2,2.0,32670.0,2024-04-21 23:34:58
1000005509,631,2,2.0,54313.88,2024-12-10 17:32:57
1000005510,372,1,,30240.0,2025-06-25 17:25:55
1000005511,32,2,4.0,17242.5,2025-03-20 19:31:00
1000005512,277,1,,14268.0,2024-08-20 01:55:06
1000005513,243,2,3.0,17242.5,2025-09-24 09:13:14
1000005514,693,2,2.0,49005.0,2024-07-07 11:17:43
1000005515,1241,2,1.0,119517.75,2024-11-23 14:33:11
1000005516,536,1,,19287.0,2025-09-30 13:56:00
1000005517,1302,1,,78752.85,2024-07-22 02:05:48
1000005518,1179,2,4.0,31036.5,2025-06-10 16:46:05
1000005519,444,2,2.0,28459.2,2025-04-10 07:33:53
1000005520,993,1,,87748.8,2024-04-20 03:03:17
1000005521,939,1,,47754.75,2025-09-20 18:14:37
1000005522,502,1,,79390.2,2024-05-19 03:38:11
1000005523,22,1,,15518.25,2024-07-29 05:02:33
1000005524,856,1,,20865.0,2025-08-26 12:51:50
1000005525,1436,2,2.0,29461.08,2025-05-14 13:44:01
1000005526,1335,1,,14268.0,2024-01-02 01:01:50
1000005527,856,2,1.0,53361.0,2025-03-15 10:18:07
1000005528,325,1,,15683.7,2024-01-27 02:31:06
1000005529,229,1,,73834.2,2024-07-06 04:14:30
1000005530,357,2,2.0,34485.0,2025-01-08 19:01:25
1000005531,29,2,4.0,45738.0,2024-01-29 18:56:47
1000005532,306,2,1.0,54450.0,2025-02-28 02:28:09
1000005533,710,1,,32670.0,2025-02-25 04:07:50
1000005534,11,2,3.0,44823.24,2025-08-28 21:56:01
1000005535,785,1,,83108.85,2025-05-21 15:31:11
1000005536,691,1,,70414.5,2025-08-19 14:04:29
1000005537,640,2,1.0,44866.8,2024-11-20 21:58:11
1000005538,937,1,,54861.0,2024-09-20 21:20:30
1000005539,1479,2,2.0,50457.0,2025-03-15 13:36:45
1000005540,365,1,,20257.5,2024-07-02 16:45:51
1000005541,719,1,,76641.0,2024-11-23 14:27:09
1000005542,455,1,,57410.55,2025-05-06 22:10:29
1000005543,1347,2,3.0,27588.0,2025-04-12 15:56:55
1000005544,244,1,,13968.0,2025-04-24 08:28:25
1000005545,1456,2,4.0,12806.64,2024-01-07 21:52:10
1000005546,44,1,,25022.4,2024-04-30 14:09:07
1000005547,993,1,,38852.7,2024-11-30 04:07:03
1000005548,1358,2,1.0,34485.0,2025-04-18 04:11:17
1000005549,1103,2,4.0,15518.25,2024-09-01 03:53:26
1000005550,1147,1,,55350.0,2024-03-03 09:02:38
1000005551,882,1,,79245.0,2025-09-13 02:39:40
1000005552,1324,2,4.0,53996.25,2024-07-02 00:15:09
1000005553,1102,1,,29040.0,2025-08-06 14:08:21
1000005554,547,2,3.0,28459.2,2025-02-24 01:42:24
1000005555,833,2,1.0,28459.2,2024-03-14 00:22:05
1000005556,1481,1,,12961.2,2024-02-19 06:01:50
1000005557,51,1,,36474.0,2024-04-01 09:04:16
1000005558,1234,1,,15841.08,2024-07-12 01:56:40
1000005559,378,2,4.0,13068.0,2024-10-05 23:51:22
1000005560,1210,2,1.0,35937.0,2025-01-09 10:00:09
1000005561,861,1,,13968.0,2024-06-12 21:58:48
1000005562,861,1,,17508.3,2025-05-03 10:18:45
1000005563,389,2,4.0,29040.0,2025-08-26 15:40:07
1000005564,882,2,2.0,26136.0,2024-02-18 15:20:21
1000005565,576,1,,48811.08,2024-06-10 10:54:08
1000005566,1333,1,,13968.0,2024-05-28 07:26:42
1000005567,537,2,2.0,18150.0,2025-08-06 07:51:49
1000005568,825,1,,13794.0,2024-01-06 06:40:47
1000005569,243,2,3.0,14229.6,2024-11-14 01:27:33
1000005570,233,2,4.0,107811.0,2024-07-15 18:23:46
1000005571,384,1,,51727.5,2025-04-19 10:21:53
1000005572,204,2,4.0,41164.2,2025-09-27 23:31:23
1000005573,1272,1,,55650.0,2025-03-31 06:53:45
1000005574,1468,2,1.0,39204.0,2024-04-18 12:43:39
1000005575,1326,2,3.0,28459.2,2024-03-12 15:43:07
1000005576,141,1,,29882.16,2025-03-29 15:48:01
1000005577,746,1,,55213.88,2024-07-31 22:55:12
1000005578,1479,2,2.0,48024.9,2024-07-07 23:15:31
1000005579,328,2,3.0,59532.0,2025-08-05 08:15:12
1000005580,276,1,,33870.0,2025-04-28 03:10:47
1000005581,974,2,4.0,62254.5,2024-12-22 04:20:49
1000005582,653,2,2.0,13068.0,2024-12-20 21:29:30
1000005583,993,1,,58399.2,2024-02-11 10:51:50
1000005584,159,1,,33444.0,2025-03-04 15:24:47
1000005585,1451,1,,28923.6,2024-02-17 04:58:11
1000005586,866,2,4.0,17787.0,2024-12-25 09:04:14
1000005587,88,1,,30492.0,2024-07-23 00:02:32
1000005588,994,2,3.0,18676.35,2024-08-18 11:52:00
1000005589,1015,1,,60257.76,2024-10-03 07:17:17
1000005590,1351,1,,28488.0,2024-07-27 22:06:39
1000005591,304,1,,44651.1,2024-05-13 15:36:51
1000005592,925,2,3.0,35937.0,2024-04-06 00:08:19
1000005593,283,2,4.0,57680.7,2025-06-10 09:57:42
1000005594,1061,1,,56929.05,2024-04-02 08:43:21
1000005595,429,1,,18687.0,2025-02-17 03:58:35
1000005596,705,1,,13968.0,2025-03-03 19:39:56
1000005597,516,1,,17787.0,2024-10-19 01:28:16
1000005598,978,1,,56029.05,2024-12-05 21:16:17
1000005599,332,1,,19866.75,2024-11-21 12:14:52
1000005600,43,2,3.0,74052.0,2024-12-03 13:10:45
1000005601,853,1,,13914.6,2025-04-22 15:07:05
1000005602,209,2,4.0,18676.35,2025-04-22 07:07:48
1000005603,1476,1,,19350.0,2024-04-15 04:56:13
1000005604,1331,1,,53336.4,2024-03-04 19:23:20
1000005605,1400,2,3.0,42688.8,2025-03-04 06:56:26
1000005606,248,1,,13794.0,2024-04-10 21:53:09
1000005607,1105,1,,55950.0,2024-09-17 22:41:04
1000005608,543,2,1.0,14520.0,2024-04-14 23:46:40
1000005609,1452,2,2.0,85395.75,2025-01-26 15:10:20
1000005610,483,1,,18442.5,2025-09-28 13:55:22
1000005611,135,2,2.0,94743.0,2024-10-29 04:15:31
1000005612,1462,1,,35803.5,2025-07-08 10:45:06
1000005613,1149,1,,31755.0,2025-05-26 21:12:25
1000005614,1485,2,2.0,14483.7,2024-08-24 07:11:34
1000005615,905,1,,80697.0,2024-07-05 01:04:00
1000005616,1236,2,1.0,54613.35,2025-04-16 22:01:05
1000005617,176,1,,14994.0,2025-07-12 00:27:55
1000005618,1319,2,3.0,98554.5,2025-04-04 05:54:45
1000005619,1386,1,,60814.2,2024-07-27 06:19:42
1000005620,121,1,,51158.4,2024-03-09 09:02:26
1000005621,954,1,,40704.0,2025-08-19 09:12:31
1000005622,90,1,,92776.35,2025-08-13 15:48:52
1000005623,347,1,,24422.4,2025-09-04 18:47:47
1000005624,1486,1,,25729.2,2024-10-05 10:30:33
1000005625,223,1,,19050.0,2024-04-22 15:26:14
1000005626,749,2,2.0,49005.0,2025-07-13 06:17:27
1000005627,1199,2,2.0,84942.0,2024-04-03 18:43:31
1000005628,58,1,,61395.0,2025-09-19 18:11:14
1000005629,78,2,2.0,73863.24,2024-12-31 05:40:16
1000005630,888,1,,16373.4,2025-03-07 01:38:52
1000005631,1472,2,4.0,44104.5,2024-12-29 05:44:41
1000005632,1477,1,,81386.7,2025-08-26 22:47:04
1000005633,1104,1,,32781.0,2024-10-16 00:23:05
1000005634,1241,2,4.0,42688.8,2024-11-21 07:50:05
1000005635,715,1,,57528.0,2025-06-09 16:06:04
1000005636,1295,1,,44460.0,2024-12-06 12:20:44
1000005637,1237,2,3.0,118265.4,2025-06-29 16:10:34
1000005638,1202,1,,54778.8,2025-05-21 06:30:26
1000005639,1014,2,1.0,36300.0,2024-11-22 15:59:12
1000005640,701,2,3.0,84107.1,2024-01-28 12:50:14
1000005641,232,1,,13068.0,2024-07-19 01:25:35
1000005642,812,2,1.0,15173.4,2024-09-11 13:55:17
1000005643,1322,1,,43888.8,2025-08-14 12:32:51
1000005644,1443,1,,38833.5,2024-03-10 04:46:17
1000005645,1047,1,,60504.6,2024-05-16 22:07:57
1000005646,669,1,,34487.1,2024-03-25 00:19:13
1000005647,23,1,,27036.0,2025-05-02 09:44:48
1000005648,1163,1,,52627.5,2024-07-25 23:49:16
1000005649,97,2,3.0,13794.0,2024-04-20 09:19:19
1000005650,366,1,,83601.0,2025-08-05 16:44:56
1000005651,429,1,,14694.0,2025-08-10 07:38:31
1000005652,524,2,1.0,57208.8,2024-07-19 21:32:47
1000005653,1313,2,2.0,29403.0,2025-06-05 19:22:25
1000005654,456,1,,38419.92,2024-01-18 04:19:01
1000005655,291,1,,29214.0,2024-03-30 19:10:13
1000005656,1359,1,,14268.0,2024-11-15 17:42:26
1000005657,685,2,2.0,34485.0,2024-10-08 03:12:51
1000005658,1370,2,4.0,88209.0,2025-03-15 18:10:54
1000005659,350,2,2.0,32016.6,2024-10-24 08:42:45
1000005660,1135,1,,78763.5,2024-02-23 00:48:28
1000005661,17,1,,52201.5,2025-07-09 12:00:02
1000005662,208,2,3.0,34485.0,2025-03-04 00:07:59
1000005663,511,2,4.0,86466.6,2025-05-21 00:36:20
1000005664,951,1,,14701.5,2024-04-05 19:07:07
1000005665,43,1,,43317.6,2024-01-30 06:10:15
1000005666,1435,1,,37437.0,2024-07-20 03:31:10
1000005667,748,2,2.0,29403.0,2025-04-05 15:53:24
1000005668,542,1,,36300.0,2025-09-05 11:02:02
1000005669,430,1,,87712.5,2025-03-22 15:39:29
1000005670,7,2,4.0,52998.0,2025-01-24 06:04:54
1000005671,1447,1,,32205.12,2025-01-24 09:37:53
1000005672,426,2,2.0,26136.0,2025-03-22 04:35:06
1000005673,1248,2,3.0,28459.2,2024-03-22 20:03:44
1000005674,246,1,,51727.5,2025-02-06 09:00:50
1000005675,665,1,,14694.0,2024-03-31 05:55:46
1000005676,337,2,1.0,49005.0,2025-06-17 08:05:54
1000005677,602,1,,80912.7,2024-06-03 03:04:46
1000005678,118,1,,67881.0,2025-06-06 16:27:00
1000005679,119,2,3.0,69877.5,2025-05-24 18:38:03
1000005680,996,1,,28942.8,2025-03-19 15:21:07
1000005681,143,2,4.0,41382.0,2025-08-16 11:34:55
1000005682,191,1,,54450.0,2024-11-23 09:16:45
1000005683,616,1,,14568.0,2024-11-02 02:13:09
1000005684,758,2,1.0,48279.0,2024-05-31 12:41:56
1000005685,605,1,,55350.0,2024-11-26 19:28:04
1000005686,1038,1,,39204.0,2024-01-08 19:18:46
1000005687,754,1,,29359.2,2024-07-31 22:25:54
1000005688,273,1,,13968.0,2024-05-15 16:12:31
1000005689,466,2,1.0,47988.6,2024-07-31 02:32:09
1000005690,1246,2,1.0,27588.0,2025-07-16 17:51:09
1000005691,706,2,4.0,17151.75,2025-01-11 20:43:15
1000005692,1196,1,,13794.0,2025-08-19 03:19:51
1000005693,1375,1,,27036.0,2024-07-21 15:36:16
1000005694,6,2,3.0,72926.7,2024-05-12 12:23:24
1000005695,729,2,4.0,13068.0,2024-02-19 13:06:11
1000005696,1222,2,1.0,64614.0,2024-10-12 13:19:18
1000005697,1493,1,,14994.0,2024-11-08 07:11:54
1000005698,166,1,,15841.08,2025-02-11 12:15:43
1000005699,1056,1,,33144.0,2025-05-25 02:17:08
1000005700,1278,1,,59788.2,2024-08-02 10:34:57
1000005701,681,2,4.0,45738.0,2025-01-17 15:17:44
1000005702,1042,2,2.0,18150.0,2024-01-01 16:42:49
1000005703,1013,1,,13314.6,2024-06-09 00:40:16
1000005704,1392,2,2.0,12414.6,2024-10-11 07:08:23
1000005705,175,2,2.0,78262.8,2024-11-15 05:05:55
1000005706,1434,1,,53172.0,2024-08-17 11:39:46
1000005707,795,2,4.0,69696.0,2025-07-19 17:39:37
1000005708,919,1,,42282.0,2025-03-18 04:17:26
1000005709,297,1,,26813.28,2024-03-01 12:40:56
1000005710,530,1,,24722.4,2025-06-27 11:58:00
1000005711,608,2,2.0,51727.5,2024-12-06 22:31:34
1000005712,574,1,,30240.0,2024-07-11 02:53:44
1000005713,781,1,,51003.6,2025-02-06 03:48:37
1000005714,1019,1,,39319.92,2025-05-02 05:41:01
1000005715,956,1,,43124.4,2024-04-07 12:35:54
1000005716,1306,2,3.0,83758.62,2024-01-10 20:45:24
1000005717,1382,2,4.0,57172.5,2025-08-26 01:13:01
1000005718,763,1,,33570.0,2025-05-26 12:56:06
1000005719,1090,1,,33870.0,2025-09-19 12:33:06
1000005720,743,2,2.0,56555.4,2024-12-06 02:24:11
1000005721,319,2,1.0,28459.2,2025-09-09 22:29:43
1000005722,782,1,,39349.2,2024-11-13 22:31:07
1000005723,799,2,2.0,30346.8,2024-09-16 15:14:36
1000005724,870,2,4.0,42688.8,2024-07-16 08:56:16
1000005725,794,1,,29659.2,2024-11-21 10:17:19
1000005726,1244,1,,44460.0,2024-04-28 19:35:19
1000005727,75,1,,43172.4,2024-01-06 20:36:00
1000005728,576,1,,50205.0,2024-03-10 11:21:15
1000005729,1326,1,,27036.0,2024-08-31 20:39:42
1000005730,731,1,,38143.8,2024-12-06 23:43:00
1000005731,1387,2,3.0,39204.0,2024-05-10 11:46:59
1000005732,1112,1,,18442.5,2024-03-25 16:01:26
1000005733,13,1,,46323.24,2024-01-10 10:40:43
1000005734,297,1,,47845.5,2024-08-03 13:59:00
1000005735,974,2,3.0,39204.0,2024-02-23 02:49:34
1000005736,1387,2,2.0,31305.12,2024-08-15 10:58:15
1000005737,39,1,,77367.0,2025-04-06 03:48:57
1000005738,192,1,,35929.5,2024-08-16 10:01:49
1000005739,541,1,,14694.0,2025-07-19 20:13:59
1000005740,1297,1,,44460.0,2025-08-31 23:46:42
1000005741,1389,1,,47601.0,2025-01-05 23:47:31
1000005742,1462,1,,20176.35,2025-08-06 14:40:40
1000005743,1406,1,,40031.4,2025-01-05 06:17:21
1000005744,1060,2,1.0,32125.5,2024-12-05 03:40:45
1000005745,973,2,3.0,51727.5,2024-09-01 04:42:04
1000005746,523,1,,28488.0,2024-08-11 18:04:29
1000005747,1079,2,2.0,73093.68,2024-07-10 22:18:16
1000005748,451,1,,109128.45,2025-05-25 12:03:25
1000005749,210,1,,33516.6,2024-03-22 14:17:21
1000005750,273,1,,27336.0,2024-11-11 20:52:39
1000005751,194,1,,17242.5,2024-06-09 18:57:45
1000005752,825,1,,29867.4,2024-09-12 12:26:03
1000005753,1358,2,1.0,14229.6,2025-04-05 08:50:20
1000005754,967,1,,44324.4,2025-03-07 13:46:25
1000005755,1377,1,,87120.0,2024-08-08 11:59:55
1000005756,573,2,4.0,39204.0,2024-04-05 13:46:37
1000005757,1148,2,1.0,43923.0,2024-05-25 20:49:13
1000005758,1274,2,4.0,41382.0,2025-06-26 21:03:30
1000005759,147,2,4.0,14483.7,2024-07-01 01:46:19
1000005760,1119,2,1.0,14229.6,2024-02-24 10:46:39
1000005761,958,1,,14568.0,2024-12-11 18:46:40
1000005762,1006,2,4.0,41382.0,2025-01-05 04:23:05
1000005763,752,1,,43148.28,2025-04-05 14:25:03
1000005764,689,1,,39204.0,2025-07-24 00:21:27
1000005765,931,2,1.0,51110.4,2024-11-24 13:29:09
1000005766,853,1,,44760.0,2024-06-07 07:25:13
1000005767,1451,1,,13068.0,2025-09-02 18:21:10
1000005768,1045,1,,55105.5,2025-03-26 20:59:40
1000005769,349,1,,18987.0,2024-01-01 18:20:27
1000005770,855,1,,37200.0,2024-10-26 05:14:08
1000005771,381,1,,55350.0,2024-01-16 08:24:37
1000005772,1336,1,,29940.0,2025-09-05 15:58:29
1000005773,209,1,,40704.0,2025-02-09 15:21:29
1000005774,233,1,,14994.0,2024-11-22 10:26:51
1000005775,398,2,1.0,28749.6,2025-07-18 18:30:05
1000005776,154,2,3.0,28459.2,2024-10-04 16:39:20
1000005777,136,1,,48642.0,2025-04-03 11:55:04
1000005778,149,2,4.0,14520.0,2025-08-10 02:18:53
1000005779,649,2,3.0,15246.0,2024-04-27 09:42:54
1000005780,680,1,,27036.0,2025-09-18 17:09:22
1000005781,98,1,,20557.5,2024-07-01 17:52:59
1000005782,142,2,4.0,33359.7,2024-10-19 08:47:10
1000005783,864,2,1.0,26136.0,2024-06-01 04:23:42
1000005784,953,1,,15720.0,2025-01-16 17:18:50
1000005785,1355,1,,28488.0,2024-09-28 18:06:21
1000005786,610,1,,15429.6,2024-05-05 00:46:25
1000005787,536,2,3.0,13794.0,2025-01-21 05:25:51
1000005788,361,1,,30240.0,2025-04-07 18:14:20
1000005789,1339,1,,76404.0,2024-01-17 18:27:33
1000005790,765,1,,15429.6,2025-06-07 13:41:36
1000005791,612,2,2.0,14941.08,2024-08-10 01:47:06
1000005792,1078,1,,15420.0,2025-09-12 15:07:35
1000005793,1469,1,,90770.25,2025-04-01 21:56:20
1000005794,849,2,2.0,39204.0,2025-06-02 08:51:08
1000005795,222,1,,54561.0,2025-08-07 22:21:27
1000005796,972,1,,33870.0,2024-09-10 12:35:07
1000005797,332,1,,44576.16,2024-01-25 15:14:36
1000005798,1333,1,,47754.75,2024-07-14 00:12:12
1000005799,1209,1,,40704.0,2024-08-09 14:03:59
1000005800,254,1,,46023.24,2024-02-01 02:11:43
1000005801,783,2,3.0,26136.0,2025-07-06 12:14:03
1000005802,203,2,1.0,35574.0,2025-08-20 02:31:58
1000005803,570,1,,109800.0,2024-03-29 06:42:29
1000005804,1317,1,,18687.0,2024-05-27 16:00:25
1000005805,664,2,1.0,41382.0,2024-09-03 19:57:32
1000005806,849,1,,13706.64,2025-04-19 05:51:38
1000005807,1032,1,,29867.4,2025-05-20 05:31:17
1000005808,532,1,,35685.0,2024-11-05 23:43:30
1000005809,569,1,,28488.0,2024-08-12 11:36:31
1000005810,685,1,,39523.2,2024-03-28 03:35:20
1000005811,1136,1,,54805.5,2024-02-19 01:12:56
1000005812,206,1,,27636.0,2024-06-07 16:16:01
1000005813,900,1,,73035.6,2024-11-10 03:34:24
1000005814,1485,1,,71985.0,2025-06-13 12:39:01
1000005815,1360,1,,27036.0,2025-03-15 02:25:32
1000005816,649,2,2.0,41382.0,2025-06-12 08:16:10
1000005817,182,2,1.0,30492.0,2025-03-29 20:17:13
1000005818,1282,1,,24422.4,2024-12-02 15:15:28
1000005819,1280,1,,44760.0,2024-11-27 10:32:47
1000005820,444,1,,32962.5,2025-07-16 08:36:03
1000005821,467,1,,30240.0,2024-03-21 17:16:19
1000005822,1033,1,,28909.08,2024-10-25 06:29:20
1000005823,502,1,,30240.0,2024-03-24 19:00:30
1000005824,1167,1,,40404.0,2025-07-30 13:13:18
1000005825,818,2,2.0,35574.0,2024-11-17 16:04:35
1000005826,468,1,,18442.5,2025-02-10 23:45:24
1000005827,1151,1,,54561.0,2025-04-15 15:05:23
1000005828,418,1,,44460.0,2025-04-14 22:58:46
1000005829,661,2,3.0,12414.6,2024-03-08 03:00:41
1000005830,477,2,2.0,60475.8,2024-07-17 14:03:22
1000005831,1236,1,,30782.16,2024-04-09 13:00:05
1000005832,1257,1,,52687.92,2024-03-12 11:35:27
1000005833,436,1,,31546.8,2024-09-11 20:57:13
1000005834,1206,1,,15972.0,2024-07-23 07:06:18
1000005835,249,1,,51929.25,2024-03-25 08:42:22
1000005836,954,1,,14268.0,2025-09-15 16:29:18
1000005837,391,2,3.0,39204.0,2024-11-14 03:10:35
1000005838,462,2,4.0,39204.0,2025-04-16 15:36:41
1000005839,279,2,3.0,17242.5,2025-02-23 00:13:16
1000005840,1269,1,,43560.0,2025-08-30 23:00:11
1000005841,1240,2,4.0,31036.5,2025-08-24 12:54:23
1000005842,362,2,4.0,42688.8,2024-07-25 02:55:20
1000005843,1120,2,4.0,17242.5,2025-05-22 15:38:37
1000005844,347,1,,54261.0,2025-02-02 15:22:37
1000005845,1222,1,,70024.8,2024-07-17 20:27:10
